Name,Age,Nationality,Travel Preference,Loyalty Program Status,Past Travel Detail,Payment Detail,Booking Pattern,User Feedback
Jacqueline Hansen,18,Swaziland,Adventure,Gold,"{'destination': 'Walshville', 'duration': '2 days', 'hotel_stay': 'Taylor-Richmond', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 4, 9), 'amount': '$7746'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Summer sea strategy within music.'}"
Michael Campbell,32,Cocos (Keeling) Islands,Adventure,Silver,"{'destination': 'South Madison', 'duration': '10 days', 'hotel_stay': 'Frazier-Walker', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 5, 16), 'amount': '$7105'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Even glass success respond.'}"
Brittany King,56,San Marino,Luxury,Platinum,"{'destination': 'South Steven', 'duration': '14 days', 'hotel_stay': 'Nunez LLC', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 2, 17), 'amount': '$8065'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Store serious draw above condition anything hair recent.'}"
Drew Smith,19,Serbia,Cultural,Bronze,"{'destination': 'Gregorytown', 'duration': '6 days', 'hotel_stay': 'Williams-Martin', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 8, 3), 'amount': '$1918'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Side spring whom when special keep believe.'}"
Billy Young,28,Jamaica,Adventure,Bronze,"{'destination': 'Lake Chad', 'duration': '7 days', 'hotel_stay': 'Huffman-Elliott', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 9, 23), 'amount': '$4057'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Consider PM executive office seat enough man.'}"
Eric Welch,34,Turks and Caicos Islands,Business,Gold,"{'destination': 'South Mary', 'duration': '5 days', 'hotel_stay': 'Harmon-Zhang', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 12, 11), 'amount': '$514'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 3, 'comments': 'Protect economic say hand old debate strong speak.'}"
Patricia Rodriguez,34,Benin,Adventure,Silver,"{'destination': 'North Logan', 'duration': '10 days', 'hotel_stay': 'Willis, Johnson and Medina', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 8, 20), 'amount': '$1541'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Partner report interview.'}"
Elizabeth Nash,44,Syrian Arab Republic,Luxury,Silver,"{'destination': 'Lake Wendyburgh', 'duration': '5 days', 'hotel_stay': 'Fox LLC', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 11, 9), 'amount': '$4116'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Manage figure city business lot.'}"
Jennifer Cannon,21,Fiji,Luxury,Platinum,"{'destination': 'Frederickland', 'duration': '9 days', 'hotel_stay': 'Adams Group', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 4, 8), 'amount': '$4533'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Probably give style next strong skin.'}"
Robin Wilcox,32,Niue,Budget,Silver,"{'destination': 'Sotoshire', 'duration': '13 days', 'hotel_stay': 'Barnes Inc', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 8, 18), 'amount': '$7554'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Rather response no create worry region.'}"
Brittany Patterson,50,Equatorial Guinea,Luxury,Silver,"{'destination': 'Joshuaside', 'duration': '13 days', 'hotel_stay': 'Rivas-Vaughn', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 1, 30), 'amount': '$3377'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Environmental agent forget seven drug ahead.'}"
Kimberly Sandoval,33,Cambodia,Adventure,Silver,"{'destination': 'Port Eric', 'duration': '4 days', 'hotel_stay': 'Hardin LLC', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 5, 27), 'amount': '$2196'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Guy performance detail sister perform responsibility.'}"
Dennis Gonzales,51,Jamaica,Cultural,Silver,"{'destination': 'West Christina', 'duration': '9 days', 'hotel_stay': 'Hudson-Williams', 'activity': 'Local cuisine tasting'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 11, 22), 'amount': '$9689'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Religious economy time theory computer.'}"
Patrick Williams,29,Samoa,Eco-friendly,Gold,"{'destination': 'Hallstad', 'duration': '2 days', 'hotel_stay': 'Mcknight PLC', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 3, 6), 'amount': '$4242'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Director large measure those take.'}"
Stephen Blair,36,Niger,Adventure,Gold,"{'destination': 'Jamesburgh', 'duration': '4 days', 'hotel_stay': 'Wilson-Snow', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 1, 22), 'amount': '$1056'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Cut win fine.'}"
Ashley Massey,54,Lithuania,Budget,Platinum,"{'destination': 'Veronicahaven', 'duration': '5 days', 'hotel_stay': 'Aguilar and Sons', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 4, 21), 'amount': '$218'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Include trade movement side.'}"
Vickie Jones,47,Israel,Cultural,Bronze,"{'destination': 'Micheleview', 'duration': '5 days', 'hotel_stay': 'Hall Inc', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 4, 12), 'amount': '$5219'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Pattern per visit ready very water.'}"
Anthony George,38,Indonesia,Adventure,Platinum,"{'destination': 'Katieside', 'duration': '7 days', 'hotel_stay': 'Franklin-Nunez', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 4, 28), 'amount': '$8744'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Management several him executive add despite behind.'}"
Gregory Barton,26,Micronesia,Cultural,Bronze,"{'destination': 'Stacymouth', 'duration': '8 days', 'hotel_stay': 'Jenkins-Mendez', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 5, 15), 'amount': '$5336'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Baby take wonder medical.'}"
Andrew Andrews,45,United States Minor Outlying Islands,Budget,Bronze,"{'destination': 'Patriciaview', 'duration': '8 days', 'hotel_stay': 'Kelly PLC', 'activity': 'Local cuisine tasting'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 10, 13), 'amount': '$5043'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Early spring food radio.'}"
Erica Brown,46,Tajikistan,Luxury,Silver,"{'destination': 'Johnsonhaven', 'duration': '14 days', 'hotel_stay': 'Golden, Wallace and Swanson', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 9, 28), 'amount': '$859'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Performance decade arrive.'}"
Frank Choi,34,Congo,Adventure,Gold,"{'destination': 'Port Ryan', 'duration': '2 days', 'hotel_stay': 'James, Vasquez and Bennett', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 6, 3), 'amount': '$4951'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 5, 'comments': 'Sign more series mission under minute table professional.'}"
Alyssa Lee,49,Bosnia and Herzegovina,Business,Bronze,"{'destination': 'Washingtontown', 'duration': '1 days', 'hotel_stay': 'Smith Group', 'activity': 'Local cuisine tasting'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 4, 11), 'amount': '$1690'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Force fear it.'}"
Joseph Jones,52,Bosnia and Herzegovina,Adventure,Platinum,"{'destination': 'West Lisaport', 'duration': '6 days', 'hotel_stay': 'Miller, Farmer and Friedman', 'activity': 'Local cuisine tasting'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 11, 16), 'amount': '$1536'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Majority example speak similar range.'}"
Thomas Wilson,47,Austria,Adventure,Silver,"{'destination': 'Lake Anthony', 'duration': '2 days', 'hotel_stay': 'Chambers, Green and Ferguson', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 2, 4), 'amount': '$2750'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Rise across point expect peace man recent.'}"
Victoria Holmes,49,Dominica,Adventure,Platinum,"{'destination': 'Youngview', 'duration': '1 days', 'hotel_stay': 'Richards, Davenport and Livingston', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 9, 13), 'amount': '$3304'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Yard kitchen school dark form visit body.'}"
Taylor Johns,23,Gambia,Budget,Silver,"{'destination': 'Melodychester', 'duration': '6 days', 'hotel_stay': 'Grant, Reilly and Harrison', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 5, 13), 'amount': '$2643'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Assume either draw.'}"
Vanessa Jensen,39,Macao,Budget,Bronze,"{'destination': 'South Travis', 'duration': '13 days', 'hotel_stay': 'Thomas-Fisher', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 1, 24), 'amount': '$8067'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Energy hospital here candidate.'}"
Victoria Rodriguez,55,Western Sahara,Adventure,Bronze,"{'destination': 'East Robertport', 'duration': '7 days', 'hotel_stay': 'Thompson, Castro and Williams', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 6, 1), 'amount': '$9141'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Choose everything and scientist.'}"
Jacob Downs,27,Morocco,Luxury,Silver,"{'destination': 'South Michael', 'duration': '4 days', 'hotel_stay': 'King-Cameron', 'activity': 'Shopping'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 3, 25), 'amount': '$3383'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Behind within lawyer plant hear himself.'}"
Stephen Johnson,44,Australia,Business,Bronze,"{'destination': 'Tammybury', 'duration': '1 days', 'hotel_stay': 'Short and Sons', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 5, 30), 'amount': '$3985'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 5, 'comments': 'Society machine and condition.'}"
Martin Hall,46,Cuba,Adventure,Bronze,"{'destination': 'South Rickyborough', 'duration': '3 days', 'hotel_stay': 'Hess, Baxter and Cooper', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 5, 5), 'amount': '$8705'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Safe response effect.'}"
Tiffany Erickson,44,Azerbaijan,Cultural,Bronze,"{'destination': 'Jessicafort', 'duration': '4 days', 'hotel_stay': 'Parker, Lopez and Garcia', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 8, 20), 'amount': '$3572'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Join in fear newspaper.'}"
Laura Scott,51,Moldova,Adventure,Silver,"{'destination': 'Lake Michaelland', 'duration': '13 days', 'hotel_stay': 'Smith PLC', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 9, 20), 'amount': '$2172'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Interest few second direction wall tell.'}"
Susan Melton,31,Antigua and Barbuda,Budget,Gold,"{'destination': 'East Andrew', 'duration': '7 days', 'hotel_stay': 'Jenkins LLC', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 4, 27), 'amount': '$2017'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Carry land work.'}"
Victor Brown,51,Botswana,Cultural,Silver,"{'destination': 'South Barbaramouth', 'duration': '14 days', 'hotel_stay': 'Gonzalez-Santiago', 'activity': 'Local cuisine tasting'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 6, 1), 'amount': '$8811'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Collection occur political sure answer natural product.'}"
Susan Schmidt,39,Gabon,Eco-friendly,Platinum,"{'destination': 'East Kimberlyhaven', 'duration': '12 days', 'hotel_stay': 'Lowe, Morris and Ramirez', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 6, 7), 'amount': '$1354'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Light ahead agree us indeed.'}"
Sierra Martinez,36,Switzerland,Budget,Bronze,"{'destination': 'East Emily', 'duration': '2 days', 'hotel_stay': 'Cunningham, Boyer and Adams', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 5, 25), 'amount': '$4277'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 4, 'comments': 'Scene range watch finish several she.'}"
Mark Decker,56,Nauru,Business,Bronze,"{'destination': 'Lake Matthew', 'duration': '7 days', 'hotel_stay': 'King Group', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 10, 11), 'amount': '$464'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Rule magazine may suffer shake of himself.'}"
Dylan Woods,21,Mozambique,Eco-friendly,Platinum,"{'destination': 'South Danieltown', 'duration': '9 days', 'hotel_stay': 'Bowman, Williams and Shaw', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 5, 24), 'amount': '$1916'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Idea minute different road speak woman wish then.'}"
Christopher Chen,46,Sao Tome and Principe,Budget,Gold,"{'destination': 'Davidchester', 'duration': '14 days', 'hotel_stay': 'Leonard, Wu and Mckee', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 2, 23), 'amount': '$7672'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Risk American attorney particularly scientist.'}"
Sarah Kelly,23,Albania,Adventure,Silver,"{'destination': 'West Robert', 'duration': '14 days', 'hotel_stay': 'Bonilla, Rodriguez and Marquez', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 4, 18), 'amount': '$7934'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Power hospital security team easy arm minute.'}"
