Name,Age,Location,Allergens,Dietary Restriction,Dining Experience,User Interaction
Kayla Smith,24,New Matthew,['Peanuts'],Low Fat,"{'restaurant_name': 'Elliott-Mclean', 'meal_type': 'Drink', 'menu_selection': 'Send case enjoy open course since.', 'special_requests': 'Peanuts', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Phone along commercial newspaper project throw tax.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Robert Cannon,51,New Francisco,[],Vegetarian,"{'restaurant_name': 'Flynn-Cross', 'meal_type': 'Dessert', 'menu_selection': 'Certainly position discover when.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Responsibility yes create a.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Toni Matthews,55,Port Kari,"['Peanuts', 'Milk', 'Fish']",Gluten Free,"{'restaurant_name': 'Allen, Walsh and Miller', 'meal_type': 'Starter', 'menu_selection': 'Receive through goal statement run.', 'special_requests': 'Peanuts, Milk, Fish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Six family any decide one.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Emily Stone,52,Fletcherside,"['Tree nuts', 'Wheat']",Kosher,"{'restaurant_name': 'Escobar, Wilson and Schroeder', 'meal_type': 'Dessert', 'menu_selection': 'Figure hospital evening party form.', 'special_requests': 'Tree nuts, Wheat', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Economy PM he above production.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Danielle Morris,30,East Joseph,"['Wheat', 'Tree nuts']",Gluten Free,"{'restaurant_name': 'Higgins, Orr and Galvan', 'meal_type': 'Starter', 'menu_selection': 'Air begin official Republican citizen fast guy.', 'special_requests': 'Wheat, Tree nuts', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Have experience although seek.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Tina Young,24,New John,"['Wheat', 'Shellfish', 'Milk']",Vegan,"{'restaurant_name': 'Wallace, Morris and Woodward', 'meal_type': 'Starter', 'menu_selection': 'Heavy clear talk remember.', 'special_requests': 'Wheat, Shellfish, Milk', 'feedback': 'Neutral'}","{'staff_interaction': 'Room give between area teach scientist best.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Profile Public'}"
Tammy Price,57,South Kevinburgh,"['Fish', 'Peanuts']",Keto,"{'restaurant_name': 'Meyers Inc', 'meal_type': 'Starter', 'menu_selection': 'Hit arrive trial.', 'special_requests': 'Fish, Peanuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Ask set same would.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Matthew Velazquez,34,North Alexis,['Egg'],Keto,"{'restaurant_name': 'Sutton-Thomas', 'meal_type': 'Dessert', 'menu_selection': 'You eight hospital him outside night take.', 'special_requests': 'Egg', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Into student drug pay task nor art market.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
David Brown,25,North Regina,[],Vegetarian,"{'restaurant_name': 'Rice Ltd', 'meal_type': 'Drink', 'menu_selection': 'Network front police debate campaign she crime market.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Trip gun must design local mouth.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Peter Brennan,47,Justinland,['Fish'],Vegetarian,"{'restaurant_name': 'Scott and Sons', 'meal_type': 'Starter', 'menu_selection': 'Write Mrs trip same since team.', 'special_requests': 'Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'Shoulder public which send describe that.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Sarah Hood,41,Port Madison,"['Shellfish', 'Tree nuts', 'Wheat']",Low Fat,"{'restaurant_name': 'Holland, Nash and Schneider', 'meal_type': 'Starter', 'menu_selection': 'Partner know should head.', 'special_requests': 'Shellfish, Tree nuts, Wheat', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Nearly with fill shake building little course.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Kathleen Summers,48,East Dannyport,['Tree nuts'],Halal,"{'restaurant_name': 'Adams-Hall', 'meal_type': 'Dessert', 'menu_selection': 'With Democrat play political realize even.', 'special_requests': 'Tree nuts', 'feedback': 'Neutral'}","{'staff_interaction': 'End identify floor line drive window within.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Matthew Terry,52,Lucasborough,"['Tree nuts', 'Fish', 'Wheat']",Keto,"{'restaurant_name': 'Mcdaniel-Wilson', 'meal_type': 'Dessert', 'menu_selection': 'Off information support open account since participant dog.', 'special_requests': 'Tree nuts, Fish, Wheat', 'feedback': 'Neutral'}","{'staff_interaction': 'Likely drop brother control goal.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Crystal Hartman,42,Arroyoburgh,"['Wheat', 'Fish']",Keto,"{'restaurant_name': 'Ward, Mack and Warren', 'meal_type': 'Starter', 'menu_selection': 'International under that lawyer factor bag.', 'special_requests': 'Wheat, Fish', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Claim sing ago a hotel seven.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Lindsay Diaz,32,West David,[],Vegetarian,"{'restaurant_name': 'Garcia, Hull and Thomas', 'meal_type': 'Starter', 'menu_selection': 'Loss source herself growth crime.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Well behavior enter series west two others many.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Lisa Pratt,23,East Philip,"['Egg', 'Peanuts', 'Fish']",Vegan,"{'restaurant_name': 'Gonzalez-Dennis', 'meal_type': 'Starter', 'menu_selection': 'Notice hard building free much compare.', 'special_requests': 'Egg, Peanuts, Fish', 'feedback': 'Neutral'}","{'staff_interaction': 'Production fish pick something offer edge.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Profile Public'}"
Michelle Griffin,32,New Jenniferfort,"['Peanuts', 'Fish', 'Shellfish']",Kosher,"{'restaurant_name': 'Sanchez and Sons', 'meal_type': 'Main Course', 'menu_selection': 'Analysis war certainly focus generation.', 'special_requests': 'Peanuts, Fish, Shellfish', 'feedback': 'Neutral'}","{'staff_interaction': 'Democratic your practice child TV cell whether.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Kyle Green,50,Debrafurt,[],Kosher,"{'restaurant_name': 'Fowler-Jones', 'meal_type': 'Main Course', 'menu_selection': 'Challenge father old true capital nation production.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Seat movie phone instead should trip sit.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Profile Private'}"
Mary Kennedy,46,Abigailview,"['Fish', 'Tree nuts', 'Shellfish']",Vegetarian,"{'restaurant_name': 'Flores LLC', 'meal_type': 'Drink', 'menu_selection': 'Senior significant until move hand four operation.', 'special_requests': 'Fish, Tree nuts, Shellfish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Remain me seek clearly.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Public'}"
Kristy Garrett,20,North Billy,[],Kosher,"{'restaurant_name': 'Anderson, Barnes and Smith', 'meal_type': 'Starter', 'menu_selection': 'Difficult direction ahead knowledge black PM hear.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Some perhaps pick authority discuss.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Edwin Friedman,40,New Harold,['Wheat'],Halal,"{'restaurant_name': 'Murray, Wagner and Harris', 'meal_type': 'Starter', 'menu_selection': 'Create only artist contain maybe brother.', 'special_requests': 'Wheat', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Collection thousand painting.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Profile Private'}"
Gloria Davis,30,East Richard,[],Halal,"{'restaurant_name': 'Dodson-White', 'meal_type': 'Main Course', 'menu_selection': 'See view land participant fact ability clear official.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Water occur necessary scientist.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Christopher Huffman,50,East Amandaborough,"['Peanuts', 'Milk']",Gluten Free,"{'restaurant_name': 'Santos-Skinner', 'meal_type': 'Main Course', 'menu_selection': 'Lead value month under fight.', 'special_requests': 'Peanuts, Milk', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Under behind performance actually fill.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Natasha Flores,19,Michaelchester,['Fish'],Vegetarian,"{'restaurant_name': 'Owen Ltd', 'meal_type': 'Dessert', 'menu_selection': 'Natural ago more you upon.', 'special_requests': 'Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'All personal occur growth.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Some Details Public'}"
Melinda Chambers,30,Mooneymouth,['Soy'],Halal,"{'restaurant_name': 'Curry, Francis and Vasquez', 'meal_type': 'Starter', 'menu_selection': 'Natural born sing ask probably his possible.', 'special_requests': 'Soy', 'feedback': 'Neutral'}","{'staff_interaction': 'Dream sound answer.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Dennis Pierce,33,New Michelle,[],Vegetarian,"{'restaurant_name': 'Cooper, Bradley and Rodriguez', 'meal_type': 'Main Course', 'menu_selection': 'Though quality top development particular many use.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Material local organization six firm.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Noah Flores,34,Robertsonville,"['Fish', 'Peanuts']",Keto,"{'restaurant_name': 'Ramirez-Gutierrez', 'meal_type': 'Main Course', 'menu_selection': 'Reach during window at final what.', 'special_requests': 'Fish, Peanuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Tough full kind I from why cup or.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Keith Schaefer,33,Williamshaven,"['Egg', 'Shellfish']",Low Fat,"{'restaurant_name': 'Williamson, Spears and Watts', 'meal_type': 'Starter', 'menu_selection': 'Push black security prove market.', 'special_requests': 'Egg, Shellfish', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Once relationship almost another suggest account.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Alejandro Malone,55,Montgomerybury,"['Soy', 'Egg']",Vegetarian,"{'restaurant_name': 'Perez, Ortiz and Sosa', 'meal_type': 'Drink', 'menu_selection': 'Civil try citizen school piece.', 'special_requests': 'Soy, Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'For cost couple week want nation tonight information.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Private'}"
Monique Daniels,32,Davidberg,['Wheat'],Low Fat,"{'restaurant_name': 'Alexander-Flores', 'meal_type': 'Dessert', 'menu_selection': 'Number hold place speak protect teach learn mouth.', 'special_requests': 'Wheat', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Information painting civil thank item music claim.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Rita Carpenter,54,Stevensmouth,"['Tree nuts', 'Egg', 'Wheat']",Keto,"{'restaurant_name': 'Sandoval-Case', 'meal_type': 'Dessert', 'menu_selection': 'Program last management high policy way identify.', 'special_requests': 'Tree nuts, Egg, Wheat', 'feedback': 'Satisfied'}","{'staff_interaction': 'Challenge street identify top might there.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Breanna Alexander,36,Schultzside,"['Fish', 'Peanuts', 'Egg']",Vegan,"{'restaurant_name': 'Stevenson-Cobb', 'meal_type': 'Starter', 'menu_selection': 'Area purpose now same employee opportunity particularly similar.', 'special_requests': 'Fish, Peanuts, Egg', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Thousand according seat man religious have would physical.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Robert Peters,59,North Nathanhaven,['Fish'],Kosher,"{'restaurant_name': 'Andrews-Wise', 'meal_type': 'Main Course', 'menu_selection': 'Song first movie him.', 'special_requests': 'Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'Where grow important put.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Shane Gutierrez,24,Ellisborough,[],Halal,"{'restaurant_name': 'Smith LLC', 'meal_type': 'Dessert', 'menu_selection': 'Size always cause.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Item then blood ground have ability produce leader.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Profile Public'}"
Madeline Andrews,55,Crystalshire,['Milk'],Vegan,"{'restaurant_name': 'Lee Ltd', 'meal_type': 'Main Course', 'menu_selection': 'Chance east tax operation out laugh fund.', 'special_requests': 'Milk', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'No put morning space service.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Profile Private'}"
Peter Williams,56,North Wanda,"['Peanuts', 'Soy']",Vegan,"{'restaurant_name': 'Mcfarland, Rodriguez and Le', 'meal_type': 'Dessert', 'menu_selection': 'Officer produce available whatever enter fact year.', 'special_requests': 'Peanuts, Soy', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Carry common wish year create wish agency.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Ronald Bean,20,Lake Shane,[],Halal,"{'restaurant_name': 'Bolton-Rivera', 'meal_type': 'Starter', 'menu_selection': 'Lot check source charge economy.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Store rule down stop indicate later concern.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Stacey Johnson,24,Mackenzieburgh,['Tree nuts'],Keto,"{'restaurant_name': 'Jacobs, Rasmussen and Reid', 'meal_type': 'Drink', 'menu_selection': 'Large dark bank business create.', 'special_requests': 'Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Half land work as.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Sue Mckay,40,New Tinaland,"['Egg', 'Milk']",Vegetarian,"{'restaurant_name': 'Wise-Herrera', 'meal_type': 'Dessert', 'menu_selection': 'Become way although focus.', 'special_requests': 'Egg, Milk', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Score quality difference enough above parent forget.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
